iteration val_accuracy val_loss train_loss train_accuracy deleted
24300 0.6146999999880791 2.687252348661423 2.5647525787353516 0.64453125 1
24600 0.6152000054717064 2.686827206611633 2.6554083824157715 0.640625 1
24900 0.6151000022888183 2.686769598722458 2.7737984657287598 0.60546875 1
25200 0.6157000005245209 2.6867002189159392 2.5183022022247314 0.640625 1
25500 0.6156000018119812 2.6867449462413786 2.6504697799682617 0.64453125 1
25800 0.6150000005960464 2.686451017856598 2.6228013038635254 0.640625 1
26100 0.6148000046610832 2.686678647994995 2.6202480792999268 0.64453125 1
26400 0.615800003707409 2.6866874217987062 2.589077949523926 0.65234375 1
26700 0.6155000016093254 2.68677681684494 2.4848620891571045 0.64453125 1
27000 0.6164000004529953 2.6863047599792482 2.5352041721343994 0.6484375 1
27300 0.6158000007271767 2.686269146203995 2.393819570541382 0.6484375 1
27600 0.6158000007271767 2.6862151086330415 2.5848095417022705 0.6328125 1
27900 0.6157000005245209 2.686159557104111 2.645648956298828 0.58984375 1
28200 0.6163999974727631 2.686054491996765 2.6824615001678467 0.609375 1
28500 0.6163999989628792 2.6860544860363005 2.6471176147460938 0.62109375 1
28800 0.616499999165535 2.6860520422458647 2.37730073928833 0.67578125 0
29100 0.6163999989628792 2.686032700538635 2.5783185958862305 0.64453125 1
29400 0.6160000011324882 2.6860279083251952 2.5323617458343506 0.64453125 1
29700 0.6162999987602233 2.6859871566295626 2.6080546379089355 0.62890625 1
30000 0.6162999987602233 2.6859459221363067 2.4292008876800537 0.69140625 1
30300 0.6161999985575676 2.685971438884735 2.5931334495544434 0.640625 1
30600 0.6162000015377999 2.6859589517116547 2.5428571701049805 0.65625 1
30900 0.6163000002503395 2.6859753251075746 2.6594367027282715 0.6015625 1
31200 0.6164000004529953 2.685954177379608 2.543402671813965 0.671875 1
31500 0.616099999845028 2.6859683871269224 2.673100471496582 0.609375 1
31800 0.616099999845028 2.6860018372535706 2.613598346710205 0.59375 1
32100 0.6164000004529953 2.686004561185837 2.468698263168335 0.69921875 1
32400 0.6160000011324882 2.685938149690628 2.454397201538086 0.69921875 1
32700 0.616099999845028 2.6859478294849395 2.392834186553955 0.66796875 1
33000 0.6159000024199486 2.6859353840351106 2.6870932579040527 0.609375 1
33300 0.6159000024199486 2.685938858985901 2.758941173553467 0.6171875 1
33600 0.6159999996423722 2.6859169781208037 2.583845615386963 0.64453125 1
33900 0.6157000035047531 2.6859463274478914 2.5405828952789307 0.66015625 1
34200 0.6156000033020973 2.685942214727402 2.5646443367004395 0.66796875 1
34500 0.6157000005245209 2.6859722197055818 2.52534818649292 0.6328125 1
34800 0.6160000011324882 2.685971438884735 2.6908679008483887 0.59765625 1
35100 0.6160000011324882 2.6859603226184845 2.4319214820861816 0.6796875 1
35400 0.6159000009298324 2.685963088274002 2.494131088256836 0.66796875 1
35700 0.6159000009298324 2.6859580516815185 2.5262250900268555 0.63671875 1
36000 0.6159000009298324 2.685955786705017 2.5087790489196777 0.6875 1
36300 0.61590000092983244 2.6859553396701812 2.576441526412964 0.65625 0
