iteration val_accuracy val_loss train_loss train_accuracy deleted
300 0.24869999922811986 4.057029402256012 4.234194755554199 0.18359375 1
600 0.3116000026464462 3.860971587896347 3.9889252185821533 0.2578125 1
900 0.3548999987542629 3.6920468389987944 3.7871367931365967 0.36328125 1
1200 0.37089999988675115 3.621004492044449 3.619880199432373 0.37890625 1
1500 0.40790000185370445 3.5252893388271334 3.568819522857666 0.37109375 1
1800 0.4382000021636486 3.4216817796230314 3.4589295387268066 0.421875 1
2100 0.4375999987125397 3.4183900237083433 3.154942750930786 0.515625 1
2400 0.4656999997794628 3.3060570776462557 3.3279922008514404 0.45703125 1
2700 0.472800000756979 3.3101576924324037 3.5788536071777344 0.3828125 1
3000 0.4898000009357929 3.2256216645240783 3.4073121547698975 0.44140625 1
3300 0.5012999996542931 3.1868455052375793 3.2131431102752686 0.5078125 1
3600 0.5063000015914441 3.157768797874451 3.2968218326568604 0.515625 1
3900 0.5068000018596649 3.1504959583282472 3.142448663711548 0.5078125 1
4200 0.5179000034928322 3.097747856378555 3.1388118267059326 0.46484375 1
4500 0.5335000045597553 3.056880760192871 3.2036516666412354 0.49609375 1
4800 0.5289000019431114 3.0455789029598237 3.208616018295288 0.5234375 1
5100 0.5260000012814998 3.0662757754325867 3.1046910285949707 0.50390625 1
5400 0.5303000032901763 3.060477775335312 3.1138408184051514 0.54296875 1
5700 0.5503999993205071 2.9772871136665344 2.9800589084625244 0.57421875 1
6000 0.5415000043809414 3.0159337341785433 2.8326311111450195 0.62890625 1
6300 0.5625999979674816 2.9542999625205995 2.99434232711792 0.5625 1
6600 0.5580000065267086 2.945356607437134 2.817361831665039 0.61328125 1
6900 0.556700000166893 2.957160305976868 3.0666191577911377 0.53515625 1
7200 0.5956999987363816 2.7907957196235658 2.457676410675049 0.7109375 1
7500 0.6024999991059303 2.7608825504779815 2.9137001037597656 0.5234375 1
7800 0.6041000038385391 2.7483817875385284 2.895003318786621 0.57421875 1
8100 0.6120999976992607 2.733724147081375 2.681910991668701 0.61328125 1
8400 0.6132000058889389 2.726844835281372 2.7116966247558594 0.609375 1
8700 0.6136000022292137 2.7206896543502808 2.6732001304626465 0.60546875 1
9000 0.6135999992489815 2.7139189779758452 2.6929056644439697 0.59765625 1
9300 0.6160000011324882 2.7070754051208494 2.5786681175231934 0.578125 1
9600 0.6155000001192092 2.705140805244446 2.443429946899414 0.66015625 1
9900 0.6178000018000602 2.7068446397781374 2.719799518585205 0.6171875 1
10200 0.6201999992132187 2.696772700548172 2.7402420043945312 0.5859375 1
10500 0.619900006055832 2.6836260080337526 2.595965623855591 0.66015625 1
10800 0.6221000000834465 2.676719081401825 2.646650791168213 0.6328125 1
11100 0.6211999997496604 2.6866759777069094 2.6508147716522217 0.61328125 1
11400 0.6226000040769577 2.676959890127182 2.607707977294922 0.62890625 1
11700 0.6246999964118004 2.67682569026947 2.4239983558654785 0.6875 1
12000 0.6236000016331673 2.6694726943969727 2.518655776977539 0.671875 1
12300 0.631800003349781 2.660686266422272 2.5686357021331787 0.640625 1
12600 0.6254000008106232 2.6693647623062136 2.715491771697998 0.62890625 1
12900 0.6255999967455864 2.668868637084961 2.744696617126465 0.62890625 1
13200 0.6306000053882599 2.6599133193492888 2.636800765991211 0.62109375 1
13500 0.6296999961137771 2.654750311374664 2.5746641159057617 0.625 1
13800 0.6310999989509583 2.663957267999649 2.6792845726013184 0.61328125 1
14100 0.6334000036120415 2.640512138605118 2.4650232791900635 0.66015625 1
14400 0.6360000014305115 2.634014630317688 2.3081018924713135 0.71484375 1
14700 0.6383000046014786 2.6311668395996093 2.413853168487549 0.6796875 1
15000 0.6369000032544136 2.630945920944214 2.378096103668213 0.66796875 1
15300 0.6380000025033951 2.6299947619438173 2.4247899055480957 0.70703125 1
15600 0.6353000044822693 2.628586494922638 2.4437456130981445 0.6640625 1
15900 0.6376000076532364 2.6283285439014437 2.6038362979888916 0.6171875 1
16200 0.6355000033974647 2.628939390182495 2.437188148498535 0.66796875 1
